"","latitude","longitude","stateroute","optional"
"1",64.552796,-141.2785932,3001,TRUE
"2",65.7907167,-144.0890949,3002,TRUE
"3",65.2698047,-146.727508,3003,TRUE
"4",64.2556227,-146.0769649,3004,TRUE
"5",65.5631957,-148.417832,3005,TRUE
"6",62.5131787,-143.1732939,3006,TRUE
"7",62.7247807,-143.8893879,3007,TRUE
"8",63.6152141,-143.9862892,3008,TRUE
"9",62.4798162,-144.828553,3009,TRUE
"10",63.0127307,-141.8052529,3010,TRUE
"11",63.0531897,-146.0607299,3011,TRUE
"12",63.2771884,-147.944427,3012,TRUE
"13",63.3793062,-148.86,3013,TRUE
"14",63.5152626,-150.0484937,3015,TRUE
"15",61.4001137,-149.842561,3017,TRUE
"16",60.2959485,-151.2763427,3028,TRUE
"17",61.7327327,-148.752472,3029,TRUE
"18",61.6593477,-150.1403586,3030,TRUE
"19",64.9459157,-146.250915,3040,TRUE
"20",64.5464143,-146.9948586,3041,TRUE
"21",64.8922107,-147.541411,3042,TRUE
"22",61.0587623,-145.9169019,3051,TRUE
"23",61.7342231,-144.9583298,3052,TRUE
"24",61.937256,-147.1759823,3053,TRUE
"25",62.3624206,-145.3725998,3054,TRUE
"26",61.6605217,-145.1834259,3055,TRUE
"27",64.5,-157,3084,TRUE
"28",64.1668176,-141.4111936,3101,TRUE
"29",62.0285997,-145.3989869,3112,TRUE
"30",62.7457057,-150.121842,3113,TRUE
"31",63.7379551,-149.2910681,3115,TRUE
"32",61.58697,-149.4276,3117,TRUE
"33",60.5957398,-150.7868883,3118,TRUE
"34",65.0544087,-146.0599662,3142,TRUE
"35",62.2317426,-146.515638,3212,TRUE
"36",62.3970477,-150.262923,3213,TRUE
"37",60.7796745,-149.5527653,3216,TRUE
"38",61.6306207,-149.830079,3217,TRUE
"39",60.3668387,-151.371947,3218,TRUE
"40",64.7706568,-157.0287273,3284,TRUE
"41",62.3172987,-150.2366378,3313,TRUE
"42",60.5259627,-150.5656383,3318,TRUE
"43",67.6695397,-149.71492,3372,TRUE
"44",61.4001417,-149.842437,3401,TRUE
"45",66.4417734,-150.6324337,3403,TRUE
"46",67.0166107,-150.29011,3404,TRUE
"47",64.0157146,-145.7282965,3406,TRUE
"48",64.0145247,-159.809447,3407,TRUE
"49",63.5963002,-158.0780083,3410,TRUE
"50",63.0461337,-146.0316309,3413,TRUE
"51",66.3335727,-152.9504467,3414,TRUE
"52",62.9510075,-155.5890429,3415,TRUE
"53",66.5800037,-151.942126,3416,TRUE
"54",61.5640897,-149.350356,3417,TRUE
"55",65.0076556,-150.6131749,3418,TRUE
"56",65.4883997,-148.65472,3419,TRUE
"57",63.6093407,-142.3235417,3420,TRUE
"58",63.583047,-157.8441809,3421,TRUE
"59",64.4609377,-155.523896,3423,TRUE
"60",59.5294227,-135.3507079,3425,TRUE
"61",62.0526113,-163.1690916,3426,TRUE
"62",64.9122387,-147.942277,3428,TRUE
"63",66.6919918,-144.7314019,3430,TRUE
"64",63.856257,-145.7381802,3431,TRUE
"65",61.2964911,-149.7786148,3432,TRUE
"66",59.531682,-159.6936457,3434,TRUE
"67",60.8732615,-161.6032109,3436,TRUE
"68",60.6947613,-161.6098199,3437,TRUE
"69",55.9156605,-130.0162113,3439,TRUE
"70",62.9117822,-155.6186013,3440,TRUE
"71",59.8562241,-160.6818422,3442,TRUE
"72",66.9018584,-162.563881,3444,TRUE
